"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-9694516...938","MEyellow","R-HSA-9694516","SARS-CoV-2 Infection","37/385","266/9232",7.50942017152461e-11,2.65176399806963e-09,2.32199176356353e-09,"375790/3276/6385/6193/7991/6201/6218/6227/6233/6202/6222/6228/11282/6207/6205/6204/6633/6191/6194/6208/9868/6209/128866/6188/6210/6217/27243/6203/51065/6187/6223/6184/6224/6232/3921/6382/6206",37,"Reactome"
"R-HSA-9705683...939","MEyellow","R-HSA-9705683","SARS-CoV-2-host interactions","28/385","182/9232",1.69473479986852e-09,5.80318279954979e-08,5.08150147328998e-08,"6193/6201/6218/6227/6233/6202/6222/6228/6207/6205/6204/6633/6191/6194/6208/9868/6209/6188/6210/6217/6203/51065/6187/6223/6224/6232/3921/6206",28,"Reactome"
"R-HSA-9679506...940","MEyellow","R-HSA-9679506","SARS-CoV Infections","40/385","352/9232",5.7998173664287e-09,1.92758636001895e-07,1.68787254626718e-07,"375790/3276/6385/481/6193/7991/6201/6218/6227/6233/3615/6202/6222/6228/11282/6207/6205/6204/6633/6191/6194/6208/9868/6209/9978/128866/6188/6210/6217/27243/6203/51065/6187/6223/6184/6224/6232/3921/6382/6206",40,"Reactome"
"R-HSA-1474290...941","MEyellow","R-HSA-1474290","Collagen formation","16/385","85/9232",3.44977726670913e-07,1.11378523182323e-05,9.75275377656116e-06,"1292/1291/977/10536/85301/4017/3918/3691/5351/1294/5033/8985/5352/8974/5479/10491",16,"Reactome"
"R-HSA-1474244...942","MEyellow","R-HSA-1474244","Extracellular matrix organization","29/385","280/9232",5.27437988896176e-06,0.000165556924292411,0.000144968336129358,"1292/1291/977/375790/10536/30008/85301/3675/6385/4017/3918/3691/682/3694/5351/3696/1294/147968/5033/7076/8985/5352/8974/826/5479/10491/6382/2331/7177",29,"Reactome"
"R-HSA-1650814...943","MEyellow","R-HSA-1650814","Collagen biosynthesis and modifying enzymes","12/385","64/9232",1.07206965224815e-05,0.00032741586676768,0.000286698569875751,"1292/1291/10536/85301/5351/1294/5033/8985/5352/8974/5479/10491",12,"Reactome"
"R-HSA-8957275...944","MEyellow","R-HSA-8957275","Post-translational protein phosphorylation","13/385","92/9232",0.000105219749202552,0.00312890306839169,0.00273979402355677,"54972/5954/8542/54587/10970/4241/7076/7184/91851/1000/3488/5768/1356",13,"Reactome"
"R-HSA-75205","MEyellow","R-HSA-75205","Dissolution of Fibrin Clot","5/385","13/9232",0.000119845615983587,0.00347244989901163,0.00304061751753231,"5270/302/6281/5345/5329",5,"Reactome"
"R-HSA-381426...946","MEyellow","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","13/385","107/9232",0.000485001770988911,0.0137013000304367,0.0119974122297257,"54972/5954/8542/54587/10970/4241/7076/7184/91851/1000/3488/5768/1356",13,"Reactome"
"R-HSA-75815...947","MEyellow","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","8/385","50/9232",0.000980824656157109,0.0270324844257935,0.0236707362461536,"595/5692/6233/5714/1019/10213/23198/5708",8,"Reactome"
"R-HSA-9711123...948","MEyellow","R-HSA-9711123","Cellular response to chemical stress","17/385","185/9232",0.00183241975642893,0.0493008172563021,0.0431697887479497,"6647/5692/1349/6233/1337/9588/5714/1329/493869/1350/25824/9978/10213/79718/23198/5708/1457",17,"Reactome"
"hsa03010","MEyellow","hsa03010","Ribosome","59/307","146/6653",7.5172282109256e-42,2.18751340937935e-39,2.12856251446209e-39,"6133/6193/6201/6122/6218/6173/6170/6165/4736/6227/6233/6202/6175/6124/6222/6132/6169/6160/25873/6228/64968/6129/6155/6154/6207/6141/6167/6135/6205/6171/11224/6204/23521/6168/6128/6191/6159/28998/6194/6208/2197/6209/6161/6188/6156/6210/6217/6157/6134/6142/6203/51065/6187/6223/6224/6232/3921/6136/6206",59,"KEGG"
"hsa05171...950","MEyellow","hsa05171","Coronavirus disease - COVID-19","60/307","207/6653",5.81277640068598e-33,8.45758966299809e-31,8.2296676409712e-31,"6133/6193/6201/6122/6218/6173/6170/6165/4736/6227/6233/6202/6175/6124/6222/6132/6169/6160/25873/6228/6129/6155/6154/6207/6141/6167/6135/6205/6171/11224/6204/23521/6168/6128/6191/6159/6194/6208/2197/6209/6161/6188/6156/6210/6217/5295/6157/6134/715/6142/6203/51065/6187/6223/6224/6232/3921/716/6136/6206",60,"KEGG"
"hsa04066","MEyellow","hsa04066","HIF-1 signaling pathway","15/307","100/6653",4.68181139449671e-05,0.00454135705266181,0.00441897286006883,"2023/3939/6513/5214/7076/112399/5230/6194/9978/5295/2026/5211/2597/596/7037",15,"KEGG"
"hsa05012...952","MEyellow","hsa05012","Parkinson disease","24/307","227/6653",0.000112249262302302,0.00816613383249246,0.00794606619982084,"4129/6647/56901/5692/1349/7388/6233/1337/4725/10131/27173/5714/1329/25800/4706/1350/1347/84790/27089/805/10213/11047/7345/5708",24,"KEGG"
"GO:0003735","MEyellow","GO:0003735","structural constituent of ribosome","60/513","181/18410",4.19268691120908e-48,3.07743219282747e-45,2.75834665211124e-45,"6133/6193/6201/6122/6218/6173/6170/6165/4736/6227/6233/6202/6175/6124/6222/6132/6169/6160/220717/25873/6228/64968/6129/6155/6154/6207/6141/6167/6135/6205/6171/11224/6204/23521/6168/6128/6191/6159/28998/6194/6208/6209/6161/6188/6156/6210/6217/6157/6134/6142/6203/51065/6187/6223/6224/6232/3921/51258/6136/6206",60,"GO"
"GO:0019843","MEyellow","GO:0019843","rRNA binding","17/513","66/18410",2.01854265597097e-12,7.40805154741346e-10,6.63994294727293e-10,"6133/6193/6122/6175/6222/6132/220717/64968/6207/6167/6135/6205/6191/6208/6188/6203/6136",17,"GO"
"GO:0048029...955","MEyellow","GO:0048029","monosaccharide binding","13/513","71/18410",6.96834507186655e-08,1.70492176091668e-05,1.52814584909354e-05,"10536/682/5351/5033/5214/112399/6518/8985/5352/8974/5211/3998/2997",13,"GO"
"GO:0031418","MEyellow","GO:0031418","L-ascorbic acid binding","7/513","20/18410",7.08437076486508e-07,0.000129998203535274,0.00011651925600107,"10536/5351/5033/112399/8985/5352/8974",7,"GO"
"GO:0030246...957","MEyellow","GO:0030246","carbohydrate binding","22/513","270/18410",7.45094287206048e-06,0.00109379841361848,0.000980387220007958,"10536/4017/682/79623/5351/56851/5033/5214/112399/5507/6518/8985/5352/8974/5211/23420/3998/4973/9761/283820/2997/408050",22,"GO"
"GO:0016684","MEyellow","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","9/513","56/18410",2.230352955623e-05,0.00272846511571214,0.00244556245134101,"4259/84817/9588/4257/493869/25824/10549/143686/5743",9,"GO"
"GO:0048027","MEyellow","GO:0048027","mRNA 5'-UTR binding","6/513","27/18410",8.17336374350461e-05,0.00718332456121541,0.00643851692350442,"6201/6154/6207/6171/6208/6472",6,"GO"
"GO:0061134","MEyellow","GO:0061134","peptidase regulator activity","18/513","230/18410",8.38241071789603e-05,0.00718332456121541,0.00643851692350442,"80760/10406/135228/5270/302/5345/1294/10653/7076/25824/6590/6695/10213/11047/51065/10399/23198/2597",18,"GO"
"GO:0004601","MEyellow","GO:0004601","peroxidase activity","8/513","52/18410",8.80789115135404e-05,0.00718332456121541,0.00643851692350442,"4259/84817/9588/4257/493869/25824/10549/5743",8,"GO"
"GO:0004857...962","MEyellow","GO:0004857","enzyme inhibitor activity","25/513","390/18410",0.000104956436859533,0.00746794025397902,0.00669362205469222,"55450/6242/80760/10406/135228/304/51400/5270/302/6201/307/5345/1294/10653/7076/6167/6135/25824/6590/6209/6695/10399/6224/2597/5502",25,"GO"
"GO:0002020...963","MEyellow","GO:0002020","protease binding","13/513","136/18410",0.000111917360754454,0.00746794025397902,0.00669362205469222,"2152/1893/3675/304/970/302/5345/4282/6717/10211/7076/11047/596",13,"GO"
"GO:0043022","MEyellow","GO:0043022","ribosome binding","9/513","70/18410",0.000135596116807156,0.00829396247803771,0.00743399763197127,"3692/23480/1984/54499/10399/23420/3921/283820/408050",9,"GO"
"GO:0045296...965","MEyellow","GO:0045296","cadherin binding","22/513","333/18410",0.000176052172092017,0.00994017648581083,0.00890952287915068,"8407/2017/3875/51400/1004/302/682/9588/2023/3939/10397/5214/1000/6128/6159/392/128866/64787/5756/6187/10399/1936",22,"GO"
"GO:0016706","MEyellow","GO:0016706","2-oxoglutarate-dependent dioxygenase activity","8/513","59/18410",0.000218868314979189,0.0113242304802499,0.0101500703429746,"10536/5351/5033/80853/112399/8985/5352/8974",8,"GO"
"GO:0055106","MEyellow","GO:0055106","ubiquitin-protein transferase regulator activity","5/513","21/18410",0.000231579286213432,0.0113242304802499,0.0101500703429746,"6201/6167/6135/6209/6224",5,"GO"
"GO:0031543...968","MEyellow","GO:0031543","peptidyl-proline dioxygenase activity","4/513","12/18410",0.000246849710741143,0.0113242304802499,0.0101500703429746,"10536/5033/112399/8974",4,"GO"
"GO:0061135","MEyellow","GO:0061135","endopeptidase regulator activity","15/513","194/18410",0.000365220024750692,0.0157689116568828,0.0141339018866367,"80760/10406/135228/5270/302/5345/1294/10653/7076/25824/6590/6695/10213/11047/2597",15,"GO"
"GO:0004867","MEyellow","GO:0004867","serine-type endopeptidase inhibitor activity","10/513","98/18410",0.000403501905018679,0.0164539110157617,0.0147478766454196,"80760/10406/135228/5270/302/5345/1294/10653/6590/6695",10,"GO"
"GO:0016209...971","MEyellow","GO:0016209","antioxidant activity","9/513","85/18410",0.000594096550180956,0.0229508877806748,0.0205712101863212,"4259/6647/84817/9588/4257/493869/25824/10549/5743",9,"GO"
"GO:0048306","MEyellow","GO:0048306","calcium-dependent protein binding","9/513","87/18410",0.000704738384255659,0.0258638987021827,0.0231821836926204,"140576/6284/6277/302/6281/307/6271/7436/805",9,"GO"
"GO:0090079...973","MEyellow","GO:0090079","translation regulator activity, nucleic acid binding","10/513","108/18410",0.000871591421185185,0.0304641953880917,0.027305495651165,"3692/1917/1984/6472/1933/8662/51065/10480/1936/8667",10,"GO"
"GO:0015036...974","MEyellow","GO:0015036","disulfide oxidoreductase activity","6/513","42/18410",0.00101718394463898,0.0339369552438641,0.0304181801626489,"10954/84817/51075/5230/2923/5768",6,"GO"
"GO:0051213","MEyellow","GO:0051213","dioxygenase activity","9/513","93/18410",0.00114123961881995,0.036420429574515,0.032644153856406,"10536/5351/5033/80853/112399/8985/5352/8974/5743",9,"GO"
"GO:0016853","MEyellow","GO:0016853","isomerase activity","12/513","155/18410",0.0013611972430235,0.0416299490158019,0.0373135209162142,"10954/60681/5236/4282/1891/5372/5478/7167/5479/8560/2923/5768",12,"GO"
"GO:0005507","MEyellow","GO:0005507","copper ion binding","7/513","61/18410",0.00148755675629949,0.0433946287085002,0.0388952286574109,"6284/6647/4017/51596/9616/26/1356",7,"GO"
"GO:0016835","MEyellow","GO:0016835","carbon-oxygen lyase activity","8/513","79/18410",0.00158601761135116,0.0433946287085002,0.0388952286574109,"2023/768/7167/51495/6188/2026/7520/3032",8,"GO"
"GO:0004866","MEyellow","GO:0004866","endopeptidase inhibitor activity","13/513","180/18410",0.00164421199921265,0.0433946287085002,0.0388952286574109,"80760/10406/135228/5270/302/5345/1294/10653/7076/25824/6590/6695/2597",13,"GO"
"GO:0003746...980","MEyellow","GO:0003746","translation elongation factor activity","4/513","19/18410",0.00165538093165941,0.0433946287085002,0.0388952286574109,"1917/1984/1933/1936",4,"GO"
"GO:0043177","MEyellow","GO:0043177","organic acid binding","11/513","141/18410",0.00200270604840932,0.0495226794410634,0.0443878884994474,"2746/10536/5351/9971/5033/112399/8985/5352/8974/6472/143686",11,"GO"
"GO:0016638","MEyellow","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","4/513","20/18410",0.0020240877155748,0.0495226794410634,0.0443878884994474,"2746/4129/4017/26",4,"GO"
"R-HSA-9711123...983","MEpurple","R-HSA-9711123","Cellular response to chemical stress","22/179","185/9232",6.99404809985184e-12,5.58824443178162e-09,4.18170454812194e-09,"7295/5034/1345/2033/5719/4697/5688/1340/1327/7311/5685/5689/5690/1351/5710/2936/10935/5686/5701/81502/5691/5696",22,"Reactome"
"R-HSA-5358346...984","MEpurple","R-HSA-5358346","Hedgehog ligand biogenesis","13/179","61/9232",1.03236501939962e-10,4.12429825250149e-08,3.08622805799466e-08,"5034/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",13,"Reactome"
"R-HSA-5362768...985","MEpurple","R-HSA-5362768","Hh mutants are degraded by ERAD","12/179","54/9232",3.29532819041443e-10,6.58241806035282e-08,4.92564845304051e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-8941858...986","MEpurple","R-HSA-8941858","Regulation of RUNX3 expression and activity","12/179","54/9232",3.29532819041443e-10,6.58241806035282e-08,4.92564845304051e-08,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-5387390...987","MEpurple","R-HSA-5387390","Hh mutants abrogate ligand secretion","12/179","57/9232",6.45994245961619e-10,1.03229880504667e-07,7.72473119381473e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-5678895...988","MEpurple","R-HSA-5678895","Defective CFTR causes cystic fibrosis","12/179","59/9232",9.88580673595725e-10,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-211733...989","MEpurple","R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation","11/179","48/9232",1.29742082180005e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-349425...990","MEpurple","R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","11/179","49/9232",1.64507479921515e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-180534...991","MEpurple","R-HSA-180534","Vpu mediated degradation of CD4","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-180585...992","MEpurple","R-HSA-180585","Vif-mediated degradation of APOBEC3G","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69601...993","MEpurple","R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69610...994","MEpurple","R-HSA-69610","p53-Independent DNA Damage Response","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69613...995","MEpurple","R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-75815...996","MEpurple","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","11/179","50/9232",2.07387978086588e-09,1.18359281779417e-07,8.85687004159264e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-169911...997","MEpurple","R-HSA-169911","Regulation of Apoptosis","11/179","51/9232",2.60007888027233e-09,1.223124760296e-07,9.15268906986536e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-9762114...998","MEpurple","R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","11/179","51/9232",2.60007888027233e-09,1.223124760296e-07,9.15268906986536e-08,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-9759194...999","MEpurple","R-HSA-9759194","Nuclear events mediated by NFE2L2","13/179","78/9232",2.60239310701277e-09,1.223124760296e-07,9.15268906986536e-08,"2033/5719/5688/7311/5685/5689/5690/5710/2936/5686/5701/5691/5696",13,"Reactome"
"R-HSA-1169091...1000","MEpurple","R-HSA-1169091","Activation of NF-kappaB in B cells","12/179","65/9232",3.21471045016628e-09,1.36361629875553e-07,1.02039925919655e-07,"5966/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-8854050...1001","MEpurple","R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","11/179","52/9232",3.24264201205945e-09,1.36361629875553e-07,1.02039925919655e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-174113...1002","MEpurple","R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","11/179","53/9232",4.02363720105889e-09,1.46131187438457e-07,1.09350522976146e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-4641257...1003","MEpurple","R-HSA-4641257","Degradation of AXIN","11/179","53/9232",4.02363720105889e-09,1.46131187438457e-07,1.09350522976146e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-9604323...1004","MEpurple","R-HSA-9604323","Negative regulation of NOTCH4 signaling","11/179","53/9232",4.02363720105889e-09,1.46131187438457e-07,1.09350522976146e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-9013694...1005","MEpurple","R-HSA-9013694","Signaling by NOTCH4","13/179","81/9232",4.21180883691419e-09,1.46314576551932e-07,1.09487753746785e-07,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/51107",13,"Reactome"
"R-HSA-450408...1006","MEpurple","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","11/179","54/9232",4.96864064762152e-09,1.58797755097984e-07,1.18828963698906e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69541...1007","MEpurple","R-HSA-69541","Stabilization of p53","11/179","54/9232",4.96864064762152e-09,1.58797755097984e-07,1.18828963698906e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-4641258...1008","MEpurple","R-HSA-4641258","Degradation of DVL","11/179","55/9232",6.10718830330643e-09,1.87678594397763e-07,1.4044060551733e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-351202...1009","MEpurple","R-HSA-351202","Metabolism of polyamines","11/179","57/9232",9.10588164820319e-09,2.3059832241114e-07,1.72557601119199e-07,"5719/5688/5685/5689/5690/5710/6611/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5610780...1010","MEpurple","R-HSA-5610780","Degradation of GLI1 by the proteasome","11/179","57/9232",9.10588164820319e-09,2.3059832241114e-07,1.72557601119199e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5610783...1011","MEpurple","R-HSA-5610783","Degradation of GLI2 by the proteasome","11/179","57/9232",9.10588164820319e-09,2.3059832241114e-07,1.72557601119199e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5610785...1012","MEpurple","R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome","11/179","57/9232",9.10588164820319e-09,2.3059832241114e-07,1.72557601119199e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5676590...1013","MEpurple","R-HSA-5676590","NIK-->noncanonical NF-kB signaling","11/179","57/9232",9.10588164820319e-09,2.3059832241114e-07,1.72557601119199e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-1234174...1014","MEpurple","R-HSA-1234174","Cellular response to hypoxia","12/179","71/9232",9.23547724299937e-09,2.3059832241114e-07,1.72557601119199e-07,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-5607761...1015","MEpurple","R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling","11/179","58/9232",1.10496007371982e-08,2.67534272394586e-07,2.00196912878104e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-1236974...1016","MEpurple","R-HSA-1236974","ER-Phagosome pathway","13/179","88/9232",1.197077018775e-08,2.81313099412126e-07,2.10507661505945e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/6892/811",13,"Reactome"
"R-HSA-5619084...1017","MEpurple","R-HSA-5619084","ABC transporter disorders","12/179","73/9232",1.28231814343819e-08,2.92734913316317e-07,2.19054648262523e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-187577...1018","MEpurple","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","11/179","59/9232",1.33552511684403e-08,2.96412380099551e-07,2.21806510633746e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-4086400...1019","MEpurple","R-HSA-4086400","PCP/CE pathway","13/179","89/9232",1.37839088674815e-08,2.97657923922099e-07,2.22738555810227e-07,"5719/5688/1173/7311/5685/5689/5690/5710/5686/5578/5701/5691/5696",13,"Reactome"
"R-HSA-162909...1020","MEpurple","R-HSA-162909","Host Interactions of HIV factors","15/179","125/9232",1.61726471859153e-08,3.33000349401321e-07,2.49185427125947e-07,"1174/8815/5719/5688/1173/7311/5685/5689/5690/293/5710/5686/5701/5691/5696",15,"Reactome"
"R-HSA-1236978...1021","MEpurple","R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","10/179","47/9232",1.62540846391133e-08,3.33000349401321e-07,2.49185427125947e-07,"5719/5688/5685/5689/5690/5710/5686/5701/5691/5696",10,"Reactome"
"R-HSA-1234176...1022","MEpurple","R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","11/179","62/9232",2.30607915759974e-08,4.49404206566388e-07,3.36290875870771e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-4608870...1023","MEpurple","R-HSA-4608870","Asymmetric localization of PCP proteins","11/179","62/9232",2.30607915759974e-08,4.49404206566388e-07,3.36290875870771e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-350562...1024","MEpurple","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","10/179","49/9232",2.49451703406279e-08,4.74552169099088e-07,3.55109191816457e-07,"5719/5688/5685/5689/5690/5710/5686/5701/5691/5696",10,"Reactome"
"R-HSA-174084...1025","MEpurple","R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","11/179","63/9232",2.7473067249924e-08,4.87799571837539e-07,3.65022273636417e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69563...1026","MEpurple","R-HSA-69563","p53-Dependent G1 DNA Damage Response","11/179","63/9232",2.7473067249924e-08,4.87799571837539e-07,3.65022273636417e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69580...1027","MEpurple","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","11/179","63/9232",2.7473067249924e-08,4.87799571837539e-07,3.65022273636417e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69615...1028","MEpurple","R-HSA-69615","G1/S DNA Damage Checkpoints","11/179","65/9232",3.86120725178106e-08,6.70674911776753e-07,5.01868585586188e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-1168372...1029","MEpurple","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","12/179","81/9232",4.31063611262701e-08,7.32808139146592e-07,5.48363115783235e-07,"5966/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-174154...1030","MEpurple","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","11/179","66/9232",4.5561802227568e-08,7.42936326118914e-07,5.55942076589873e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5658442...1031","MEpurple","R-HSA-5658442","Regulation of RAS by GAPs","11/179","66/9232",4.5561802227568e-08,7.42936326118914e-07,5.55942076589873e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69202...1032","MEpurple","R-HSA-69202","Cyclin E associated events during G1/S transition ","12/179","82/9232",4.96523184661561e-08,7.93444049089174e-07,5.93737197658456e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",12,"Reactome"
"R-HSA-9755511...1033","MEpurple","R-HSA-9755511","KEAP1-NFE2L2 pathway","13/179","99/9232",5.12326862680392e-08,8.02645418199281e-07,6.00622617136146e-07,"2033/5719/5688/7311/5685/5689/5690/5710/2936/5686/5701/5691/5696",13,"Reactome"
"R-HSA-8948751...1034","MEpurple","R-HSA-8948751","Regulation of PTEN stability and activity","11/179","67/9232",5.36024300198639e-08,8.23621953574447e-07,6.16319438285074e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5689880...1035","MEpurple","R-HSA-5689880","Ub-specific processing proteases","16/179","158/9232",6.10013171979799e-08,9.19623630965772e-07,6.88157858360528e-07,"5719/5688/23358/7311/5685/8078/1643/5689/5690/5710/7416/5686/5701/5691/5696/23770",16,"Reactome"
"R-HSA-8939236...1036","MEpurple","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","11/179","68/9232",6.28804468699475e-08,9.30397723131261e-07,6.96220152478172e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69656...1037","MEpurple","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","12/179","84/9232",6.54743534378529e-08,9.51163789033536e-07,7.11759478520583e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",12,"Reactome"
"R-HSA-68949...1038","MEpurple","R-HSA-68949","Orc1 removal from chromatin","11/179","69/9232",7.35587056706298e-08,1.04952510412202e-06,7.85363624453341e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-1236975...1039","MEpurple","R-HSA-1236975","Antigen processing-Cross presentation","13/179","103/9232",8.28645288405647e-08,1.15575934527533e-06,8.64859110883848e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/6892/811",13,"Reactome"
"R-HSA-450531...1040","MEpurple","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","12/179","86/9232",8.56642799883147e-08,1.15575934527533e-06,8.64859110883848e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5578/5701/5691/5696",12,"Reactome"
"R-HSA-8939902...1041","MEpurple","R-HSA-8939902","Regulation of RUNX2 expression and activity","11/179","70/9232",8.58178738357766e-08,1.15575934527533e-06,8.64859110883848e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
