"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"GO:0030506","MEsalmon","GO:0030506","ankyrin binding","4/275","20/18368",0.000197136129101725,0.00413089797799523,0.00337678154155107,"3767/51458/57127/6521",4,"GO"
"GO:0042626","MEsalmon","GO:0042626","ATPase-coupled transmembrane transporter activity","8/275","109/18368",0.0002348835677953,0.00470788368494057,0.00384843557303054,"1080/115111/127124/245973/344905/3767/5172/6521",8,"GO"
"GO:0099094...1882","MEsalmon","GO:0099094","ligand-gated cation channel activity","8/275","113/18368",0.000300551562640843,0.00577309459905953,0.00471918681690447,"2901/3758/3767/54714/55283/610/6337/9177",8,"GO"
"GO:0015399...1883","MEsalmon","GO:0015399","primary active transmembrane transporter activity","10/275","181/18368",0.000411427769166248,0.00758672806342561,0.00620173226785333,"1080/115111/127124/245973/344905/3767/5172/6521/7384/9377",10,"GO"
"GO:0015081...1884","MEsalmon","GO:0015081","sodium ion transmembrane transporter activity","9/275","152/18368",0.000482445570303674,0.00834385358462243,0.00682064067426608,"25769/2901/389015/610/6337/6549/6557/6559/83697",9,"GO"
"GO:0008514...1885","MEsalmon","GO:0008514","organic anion transmembrane transporter activity","10/275","185/18368",0.000488685567862919,0.00834385358462243,0.00682064067426608,"1080/115111/162515/292/29988/5172/54977/6521/83697/9194",10,"GO"
"GO:0043225","MEsalmon","GO:0043225","ATPase-coupled inorganic anion transmembrane transporter activity","4/275","26/18368",0.000566807234649483,0.00933207625619327,0.00762845827084642,"1080/115111/5172/6521",4,"GO"
"GO:0005254...1887","MEsalmon","GO:0005254","chloride channel activity","6/275","74/18368",0.000842640379955791,0.0133950763848145,0.0109497370607685,"1080/115111/1187/1188/2568/7809",6,"GO"
"GO:0005217...1888","MEsalmon","GO:0005217","intracellular ligand-gated ion channel activity","4/275","30/18368",0.000991337987590476,0.015233560409307,0.0124525964756979,"1080/54714/55283/610",4,"GO"
"GO:0099106...1889","MEsalmon","GO:0099106","ion channel regulator activity","8/275","139/18368",0.00118546753996582,0.0176290495459434,0.0144107768865115,"1080/23171/389816/440699/53828/65267/66004/7809",8,"GO"
"GO:0004252...1890","MEsalmon","GO:0004252","serine-type endopeptidase activity","9/275","174/18368",0.00126470307305403,0.0182196286461846,0.014893542768202,"28983/344805/360200/3816/55554/56649/64063/7113/9622",9,"GO"
"GO:0016247...1891","MEsalmon","GO:0016247","channel regulator activity","8/275","145/18368",0.00155315812391079,0.0216971483370569,0.0177362235521552,"1080/23171/389816/440699/53828/65267/66004/7809",8,"GO"
"GO:0022821","MEsalmon","GO:0022821","potassium ion antiporter activity","3/275","16/18368",0.00160888585102326,0.0218145993329919,0.0178322332714034,"25769/389015/6549",3,"GO"
"GO:0017081","MEsalmon","GO:0017081","chloride channel regulator activity","3/275","17/18368",0.00193214826579857,0.0250327598165295,0.0204629021904728,"1080/65267/7809",3,"GO"
"GO:0005253...1894","MEsalmon","GO:0005253","anion channel activity","6/275","87/18368",0.00195483590758148,0.0250327598165295,0.0204629021904728,"1080/115111/1187/1188/2568/7809",6,"GO"
"GO:0008236...1895","MEsalmon","GO:0008236","serine-type peptidase activity","9/275","191/18368",0.00239664206230902,0.0298608646141746,0.0244096119006153,"28983/344805/360200/3816/55554/56649/64063/7113/9622",9,"GO"
"GO:0017171...1896","MEsalmon","GO:0017171","serine hydrolase activity","9/275","195/18368",0.00275440531827762,0.0334152855717364,0.0273151552338889,"28983/344805/360200/3816/55554/56649/64063/7113/9622",9,"GO"
"GO:0005244...1897","MEsalmon","GO:0005244","voltage-gated ion channel activity","9/275","201/18368",0.003368963854562,0.038827308423827,0.0317391857877157,"1187/1188/157855/3758/3767/389816/440699/610/785",9,"GO"
"GO:0022832...1898","MEsalmon","GO:0022832","voltage-gated channel activity","9/275","201/18368",0.003368963854562,0.038827308423827,0.0317391857877157,"1187/1188/157855/3758/3767/389816/440699/610/785",9,"GO"
"R-HSA-6809371...1899","MEdarkred","R-HSA-6809371","Formation of the cornified envelope","33/66","118/9834",1.66450683519811e-47,1.2317350580466e-45,1.1213519731861e-45,"11202/1823/1828/1830/192666/196374/26085/26239/286887/353131/353133/353137/353140/353141/353145/3713/3848/3849/3851/3852/3853/3854/3858/3860/3861/3868/448835/643414/6698/6699/6706/6707/84648",33,"Reactome"
"R-HSA-6805567...1900","MEdarkred","R-HSA-6805567","Keratinization","33/66","188/9834",4.46857185810965e-40,1.65337158750057e-38,1.50520315220536e-38,"11202/1823/1828/1830/192666/196374/26085/26239/286887/353131/353133/353137/353140/353141/353145/3713/3848/3849/3851/3852/3853/3854/3858/3860/3861/3868/448835/643414/6698/6699/6706/6707/84648",33,"Reactome"
"R-HSA-163125","MEdarkred","R-HSA-163125","Post-translational modification: synthesis of GPI-anchored proteins","6/66","87/9834",2.39261707997886e-05,0.000590178879728119,0.000537289449539112,"1048/1087/137797/27076/80740/8581",6,"Reactome"
"R-HSA-6803157...1902","MEdarkred","R-HSA-6803157","Antimicrobial peptides","4/66","65/9834",0.000921426069460519,0.0170463822850196,0.0155187548540719,"338324/6278/6406/84659",4,"Reactome"
"R-HSA-446107","MEdarkred","R-HSA-446107","Type I hemidesmosome assembly","2/66","10/9834",0.00192827268077383,0.0285384356754527,0.0259809371725316,"3852/3861",2,"Reactome"
"R-HSA-351906","MEdarkred","R-HSA-351906","Apoptotic cleavage of cell adhesion  proteins","2/66","11/9834",0.00234658885191236,0.0289412625069191,0.0263476643021738,"1828/1830",2,"Reactome"
"hsa05150...1905","MEdarkred","hsa05150","Staphylococcus aureus infection","6/28","79/7099",4.85840812045848e-07,3.88672649636679e-05,3.52873852959616e-05,"1828/192666/3858/3860/3861/3868",6,"KEGG"
"hsa04915","MEdarkred","hsa04915","Estrogen signaling pathway","6/28","130/7099",9.09195575826689e-06,0.000363678230330675,0.000330181551221271,"192666/3858/3860/3861/3868/51806",6,"KEGG"
"hsa04924...1907","MEdarkred","hsa04924","Renin secretion","3/28","62/7099",0.00177887817273415,0.0474367512729108,0.0430675768135637,"22802/51806/9635",3,"KEGG"
"GO:0030280","MEdarkred","GO:0030280","structural constituent of skin epidermis","4/86","15/18368",5.87780136172338e-07,8.6991460153506e-05,7.30084800719325e-05,"3848/3849/3858/6698",4,"GO"
"GO:0004252...1909","MEdarkred","GO:0004252","serine-type endopeptidase activity","8/86","174/18368",1.56195095829866e-06,0.0001155843709141,9.70053753048639e-05,"11202/132724/26085/284366/339967/5650/5655/9407",8,"GO"
"GO:0008236...1910","MEdarkred","GO:0008236","serine-type peptidase activity","8/86","191/18368",3.13337087047293e-06,0.000135205414576557,0.000113472538549315,"11202/132724/26085/284366/339967/5650/5655/9407",8,"GO"
"GO:0017171...1911","MEdarkred","GO:0017171","serine hydrolase activity","8/86","195/18368",3.65420039396101e-06,0.000135205414576557,0.000113472538549315,"11202/132724/26085/284366/339967/5650/5655/9407",8,"GO"
"GO:0004867...1912","MEdarkred","GO:0004867","serine-type endopeptidase inhibitor activity","6/86","98/18368",6.58509051860376e-06,0.000194918679350671,0.000163587511830578,"144568/145264/5055/5268/5275/89778",6,"GO"
"GO:0005200...1913","MEdarkred","GO:0005200","structural constituent of cytoskeleton","6/86","103/18368",8.77970296885492e-06,0.000216566006565088,0.000181755254442961,"3849/3852/3853/3854/3861/3868",6,"GO"
"GO:0004175...1914","MEdarkred","GO:0004175","endopeptidase activity","10/86","430/18368",3.22454705777972e-05,0.00068176137793057,0.000572175267395499,"11202/132724/22802/26085/284366/339967/5650/5655/9407/9635",10,"GO"
"GO:0005149...1915","MEdarkred","GO:0005149","interleukin-1 receptor binding","3/86","17/18368",6.42645474844599e-05,0.00118889412846251,0.000997791658311352,"26525/27179/56300",3,"GO"
"GO:0004866...1916","MEdarkred","GO:0004866","endopeptidase inhibitor activity","6/86","180/18368",0.000200176959900554,0.00329179889614244,0.00276267617172694,"144568/145264/5055/5268/5275/89778",6,"GO"
"GO:0030414...1917","MEdarkred","GO:0030414","peptidase inhibitor activity","6/86","187/18368",0.00024598663081675,0.00364060213608791,0.00305541288803964,"144568/145264/5055/5268/5275/89778",6,"GO"
"GO:0061135...1918","MEdarkred","GO:0061135","endopeptidase regulator activity","6/86","194/18368",0.000299680051765269,0.00403205887829635,0.00338394699600974,"144568/145264/5055/5268/5275/89778",6,"GO"
"GO:0061134...1919","MEdarkred","GO:0061134","peptidase regulator activity","6/86","230/18368",0.0007371003959514,0.0090909048834006,0.00762963567739168,"144568/145264/5055/5268/5275/89778",6,"GO"
"GO:0005229","MEdarkred","GO:0005229","intracellular calcium activated chloride channel activity","2/86","18/18368",0.00315750176964749,0.0333793044219878,0.028013925475068,"22802/9635",2,"GO"
"GO:0061778","MEdarkred","GO:0061778","intracellular chloride channel activity","2/86","18/18368",0.00315750176964749,0.0333793044219878,0.028013925475068,"22802/9635",2,"GO"
"R-HSA-211859...1922","MEblue","R-HSA-211859","Biological oxidations","59/965","193/9834",4.09369817392379e-16,4.62997263470781e-13,4.4384306517279e-13,"10249/10327/10380/10861/116285/123876/128/130/133688/134147/1545/1558/1573/1577/1579/1582/1593/216/217/2232/22977/23169/2326/26/26873/27233/27430/285440/2938/2939/2948/348158/373156/4128/4129/4257/4258/4552/4835/54659/54988/55347/55748/55902/66002/670/7172/7364/79799/84532/8459/84836/8574/8824/91703/9420/95/9915/9971",59,"Reactome"
"R-HSA-8978868...1923","MEblue","R-HSA-8978868","Fatty acid metabolism","51/965","160/9834",6.50449083258427e-15,3.67828956582641e-12,3.52611871450621e-12,"10449/10455/11001/11332/122970/1374/1376/1384/1545/1558/1573/1579/1582/158584/1632/1892/1962/2053/2180/224/22949/23417/23600/26063/27349/283927/2879/30/3032/3033/32/3293/33/34/35/37/5095/51/51179/5264/5563/55825/6296/6584/7923/79777/79993/8309/84129/8644/9524",51,"Reactome"
"R-HSA-390918","MEblue","R-HSA-390918","Peroxisomal lipid metabolism","17/965","27/9834",2.07139580297767e-11,7.8091621772258e-09,7.48609711251578e-09,"10455/11001/122970/1384/1962/224/23417/23600/26063/283927/30/51/51179/5264/55825/79777/8309",17,"Reactome"
"R-HSA-9033241","MEblue","R-HSA-9033241","Peroxisomal protein import","25/965","59/9834",5.33845843422994e-11,1.50944912227852e-08,1.44700320717285e-08,"10455/11001/122970/1384/1610/1891/1962/2053/23417/23600/26063/283927/30/3155/373156/51/51179/51268/5191/5264/55825/5830/8309/847/8528",25,"Reactome"
"R-HSA-9609507","MEblue","R-HSA-9609507","Protein localization","40/965","150/9834",2.34382526731031e-09,5.30173275465592e-07,5.08240005332551e-07,"10455/11001/122970/1384/1528/1610/1891/1962/197257/2053/224/23417/23600/25813/26063/283927/291/30/3155/3162/373156/400916/4714/50/51/51024/51179/51268/5191/5264/55825/5824/5825/5827/5830/6844/8309/847/8528/8799",40,"Reactome"
"R-HSA-71291...1927","MEblue","R-HSA-71291","Metabolism of amino acids and derivatives","66/965","321/9834",3.24951869986386e-09,6.12534274924337e-07,5.87193729975398e-07,"100131187/10841/11112/112817/125061/130013/1428/144193/1610/1644/1892/223/22928/23498/23743/25828/2593/26275/2628/2746/2747/284716/2875/29958/3081/3176/3242/36/3712/374569/38/387787/389434/4329/4357/443/445/4552/4967/501/5053/51091/51268/549/55256/55349/55526/56922/5827/58510/5860/593/635/64087/6470/64902/6539/6821/7263/79814/80150/8424/8528/8659/9380/9673",66,"Reactome"
"R-HSA-196854...1928","MEblue","R-HSA-196854","Metabolism of vitamins and cofactors","43/965","176/9834",1.06705609767177e-08,1.72405778066682e-06,1.65273350466455e-06,"10229/10588/10840/113235/1528/1582/160728/1645/2239/2644/27010/29967/316/32/326625/349565/3949/4036/4552/5095/5169/53354/54884/54981/55163/55328/55788/55937/56922/57017/64087/6470/6947/6948/8029/808/81693/83594/84274/8644/9054/9390/9963",43,"Reactome"
"R-HSA-156580...1929","MEblue","R-HSA-156580","Phase II - Conjugation of compounds","28/965","92/9834",2.72786670208358e-08,3.85652155007067e-06,3.6969772409817e-06,"10249/10327/10380/10861/116285/123876/133688/23169/26873/27233/27430/2938/2939/2948/348158/373156/4257/4258/4552/54659/54988/55347/55748/7172/7364/79799/8459/84836",28,"Reactome"
"R-HSA-549132","MEblue","R-HSA-549132","Organic cation/anion/zwitterion transport","10/965","14/9834",5.48939536694544e-08,6.89834017779477e-06,6.61295582216819e-06,"10864/116085/5002/55356/55867/6582/6583/6584/9356/9376",10,"Reactome"
"R-HSA-425407...1931","MEblue","R-HSA-425407","SLC-mediated transmembrane transport","51/965","242/9834",9.11376715584197e-08,9.74997284209312e-06,9.34661643385538e-06,"10723/10861/10864/11046/11136/114134/115584/116085/124935/125206/126969/142680/159963/160728/200010/23169/23315/254428/26503/283375/291/340024/348932/353189/5002/55244/55356/55867/56606/6505/6514/6519/6523/6539/6540/6561/6564/6568/6582/6583/6584/66035/80736/808/81539/84102/8671/9154/92745/9356/9376",51,"Reactome"
"R-HSA-70895","MEblue","R-HSA-70895","Branched-chain amino acid catabolism","12/965","21/9834",9.48273220716396e-08,9.74997284209312e-06,9.34661643385538e-06,"11112/1892/26275/36/3712/38/4329/549/56922/593/64087/9673",12,"Reactome"
"R-HSA-211945...1933","MEblue","R-HSA-211945","Phase I - Functionalization of compounds","27/965","96/9834",2.92931236129244e-07,2.60686529775954e-05,2.49901927189942e-05,"128/130/134147/1545/1558/1573/1577/1579/1582/1593/216/217/2232/2326/26/285440/4128/4129/4835/55902/66002/670/84532/8824/9420/9915/9971",27,"Reactome"
"R-HSA-77286","MEblue","R-HSA-77286","mitochondrial fatty acid beta-oxidation of saturated fatty acids","8/965","10/9834",3.14474099638444e-07,2.60686529775954e-05,2.49901927189942e-05,"1892/3032/3033/33/34/35/37/6296",8,"Reactome"
"R-HSA-196849...1935","MEblue","R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","30/965","114/9834",3.22688896274391e-07,2.60686529775954e-05,2.49901927189942e-05,"10588/10840/113235/1528/1582/160728/27010/316/32/326625/349565/4552/5095/5169/53354/54981/55163/55328/55788/56922/64087/6470/6947/6948/8029/81693/83594/9054/9390/9963",30,"Reactome"
"R-HSA-77289","MEblue","R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","14/965","34/9834",1.48566275372615e-06,0.000112018971630952,0.000107384746409679,"10449/11332/1632/1892/27349/3032/3033/33/34/35/37/5095/6296/84129",14,"Reactome"
"R-HSA-1428517","MEblue","R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport","33/965","142/9834",1.83642079149582e-06,0.000129811994698861,0.000124441672055309,"1327/137872/2109/2110/25874/25880/3029/3418/3420/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/4967/50/51204/5164/51660/6390/6391/6392/6834/7385/79944/81889/84987/8802",33,"Reactome"
"R-HSA-425366","MEblue","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds","23/965","82/9834",2.31849932279294e-06,0.000154248396122283,0.000147867139472243,"10864/114134/115584/116085/126969/254428/283375/340024/348932/5002/55244/55356/55867/6539/6540/6561/6582/6583/6584/80736/84102/9356/9376",23,"Reactome"
"R-HSA-1852241...1939","MEblue","R-HSA-1852241","Organelle biogenesis and maintenance","49/965","256/9834",3.20321032423139e-06,0.000201268382039206,0.000192941908418616,"10013/10891/117177/140735/166379/192668/2101/23059/23408/23409/23410/25813/26123/26160/27077/2746/2747/28981/3418/4867/51626/51807/5311/5465/55559/5563/5564/55735/55764/55902/56912/57539/582/583/585/64792/6907/79600/79867/79989/808/8100/83657/84747/91147/9371/9572/9727/9742",49,"Reactome"
"R-HSA-390247","MEblue","R-HSA-390247","Beta-oxidation of very long chain fatty acids","7/965","10/9834",7.89262315907099e-06,0.000469818778574173,0.000450382374174134,"10455/122970/1962/23417/26063/30/51",7,"Reactome"
"R-HSA-389661","MEblue","R-HSA-389661","Glyoxylate metabolism and glycine degradation","12/965","31/9834",1.79434416092845e-05,0.00101470162300504,0.000972723413555952,"112817/1610/387787/4967/55526/5827/58510/593/64902/8528/8659/9380",12,"Reactome"
"R-HSA-3296482","MEblue","R-HSA-3296482","Defects in vitamin and cofactor metabolism","9/965","19/9834",3.02542125063192e-05,0.00155534156112032,0.00149099707567028,"326625/4552/5095/55788/56922/64087/6948/8029/81693",9,"Reactome"
"R-HSA-888590","MEblue","R-HSA-888590","GABA synthesis, release, reuptake and degradation","9/965","19/9834",3.02542125063192e-05,0.00155534156112032,0.00149099707567028,"18/22999/5864/6539/6540/6812/6844/6857/7915",9,"Reactome"
"R-HSA-71403","MEblue","R-HSA-71403","Citric acid cycle (TCA cycle)","9/965","20/9834",5.02359861304308e-05,0.00247030001363119,0.00236810369402031,"3418/3420/4967/50/6390/6391/6392/81889/8802",9,"Reactome"
"R-HSA-71406","MEblue","R-HSA-71406","Pyruvate metabolism and Citric Acid (TCA) cycle","15/965","51/9834",7.25506658385065e-05,0.00341895012763962,0.003277508149722,"137872/25874/3029/3418/3420/4967/50/5164/51660/6390/6391/6392/79944/81889/8802",15,"Reactome"
"R-HSA-194068...1946","MEblue","R-HSA-194068","Bile acid and bile salt metabolism","13/965","41/9834",9.29395017354521e-05,0.00420458305851185,0.00403063944368487,"11001/114876/1582/1593/1645/23600/5007/6555/8309/8644/8714/9420/9971",13,"Reactome"
"R-HSA-611105...1947","MEblue","R-HSA-611105","Respiratory electron transport","21/965","89/9834",0.000106711486234034,0.00452102844147311,0.00433399348012221,"1327/2109/2110/25880/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/51204/6390/6391/6392/6834/7385/84987",21,"Reactome"
"R-HSA-5620924...1948","MEblue","R-HSA-5620924","Intraflagellar transport","14/965","47/9834",0.000107929060937024,0.00452102844147311,0.00433399348012221,"140735/23059/26160/28981/51626/55764/56912/57539/64792/79989/8100/83657/9371/9742",14,"Reactome"
"R-HSA-192105...1949","MEblue","R-HSA-192105","Synthesis of bile acids and bile salts","11/965","32/9834",0.000142382231097597,0.0057512251204065,0.00551329691844078,"11001/114876/1582/1593/1645/23600/5007/8309/8644/9420/9971",11,"Reactome"
"R-HSA-193368...1950","MEblue","R-HSA-193368","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","9/965","23/9834",0.000186280533168761,0.0070315563410263,0.00674066083229288,"11001/1582/1593/1645/23600/8309/8644/9420/9971",9,"Reactome"
"R-HSA-1592230","MEblue","R-HSA-1592230","Mitochondrial biogenesis","17/965","67/9834",0.000186513430796454,0.0070315563410263,0.00674066083229288,"10891/2101/23408/23409/23410/25813/2746/2747/3418/5465/5563/5564/55735/55902/6907/808/9572",17,"Reactome"
"R-HSA-1614635...1952","MEblue","R-HSA-1614635","Sulfur amino acid metabolism","9/965","24/9834",0.00027230456132148,0.00993472447918044,0.00952372489511458,"100131187/23743/25828/4357/4552/55256/635/6821/7263",9,"Reactome"
"R-HSA-163200...1953","MEblue","R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","21/965","95/9834",0.000283234308715099,0.0100105625986493,0.00959642559133394,"1327/2109/2110/25880/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/51204/6390/6391/6392/6834/7385/84987",21,"Reactome"
"R-HSA-112310","MEblue","R-HSA-112310","Neurotransmitter release cycle","13/965","47/9834",0.000425287344362928,0.0141470584257198,0.013561794572564,"18/22999/4128/5864/6505/6539/6540/6582/6812/6844/6857/7915/8825",13,"Reactome"
"R-HSA-2151201","MEblue","R-HSA-2151201","Transcriptional activation of mitochondrial biogenesis","13/965","47/9834",0.000425287344362928,0.0141470584257198,0.013561794572564,"10891/2101/23408/23409/23410/2746/2747/3418/5465/55902/6907/808/9572",13,"Reactome"
"R-HSA-5423646...1956","MEblue","R-HSA-5423646","Aflatoxin activation and detoxification","7/965","16/9834",0.00044266705894301,0.014304469818987,0.013712693855979,"1577/22977/4257/4258/8574/91703/95",7,"Reactome"
"R-HSA-3296469","MEblue","R-HSA-3296469","Defects in cobalamin (B12) metabolism","6/965","12/9834",0.000482901477910612,0.0147611235545109,0.0141504558249767,"326625/4552/55788/6948/8029/81693",6,"Reactome"
"R-HSA-71384...1958","MEblue","R-HSA-71384","Ethanol oxidation","6/965","12/9834",0.000482901477910612,0.0147611235545109,0.0141504558249767,"128/130/216/217/55902/84532",6,"Reactome"
"R-HSA-421270","MEblue","R-HSA-421270","Cell-cell junction organization","14/965","55/9834",0.000653113721957987,0.0194387268298548,0.0186345466375824,"1004/1007/1364/1365/1366/1495/1500/50848/56288/84612/9071/9075/92359/999",14,"Reactome"
"R-HSA-181430","MEblue","R-HSA-181430","Norepinephrine Neurotransmitter Release Cycle","7/965","17/9834",0.000689203552800674,0.0199869030312195,0.019160044787711,"22999/4128/5864/6582/6812/6844/6857",7,"Reactome"
"R-HSA-420029","MEblue","R-HSA-420029","Tight junction interactions","9/965","27/9834",0.000744852165972473,0.0210606949928717,0.0201894139724118,"1364/1365/1366/50848/56288/84612/9071/9075/92359",9,"Reactome"
"R-HSA-193775...1962","MEblue","R-HSA-193775","Synthesis of bile acids and bile salts via 24-hydroxycholesterol","6/965","14/9834",0.00132086056326173,0.0358107811626484,0.0343292890292967,"11001/1582/1593/1645/23600/8644",6,"Reactome"
"R-HSA-5579029...1963","MEblue","R-HSA-5579029","Metabolic disorders of biological oxidation enzymes","9/965","29/9834",0.00132984333229994,0.0358107811626484,0.0343292890292967,"1545/1593/2232/23169/26873/4128/7172/9420/95",9,"Reactome"
"R-HSA-8957322...1964","MEblue","R-HSA-8957322","Metabolism of steroids","25/965","136/9834",0.00146998368263149,0.0368421595751105,0.0353179993134756,"10654/11001/114876/1582/1593/1645/2232/23600/32/3293/4036/4598/5007/51128/51171/5465/6555/6907/8029/8309/8644/866/8714/9420/9971",25,"Reactome"
"R-HSA-5617833...1965","MEblue","R-HSA-5617833","Cilium Assembly","32/965","189/9834",0.00147442879363346,0.0368421595751105,0.0353179993134756,"10013/117177/140735/166379/192668/23059/26123/26160/27077/28981/4867/51626/51807/5311/55559/55764/56912/57539/582/583/585/64792/79600/79867/79989/8100/83657/84747/91147/9371/9727/9742",32,"Reactome"
"R-HSA-74182","MEblue","R-HSA-74182","Ketone body metabolism","5/965","10/9834",0.00148912154493457,0.0368421595751105,0.0353179993134756,"3155/3158/38/56898/79611",5,"Reactome"
"R-HSA-196741...1967","MEblue","R-HSA-196741","Cobalamin (Cbl, vitamin B12) transport and metabolism","7/965","19/9834",0.00149844327184358,0.0368421595751105,0.0353179993134756,"326625/4552/55788/6947/6948/8029/81693",7,"Reactome"
"R-HSA-428157","MEblue","R-HSA-428157","Sphingolipid metabolism","17/965","81/9834",0.0019115262482365,0.0459986422713931,0.0440956782907859,"124976/130367/166929/224/2531/29956/339221/411/412/414/416/5007/55304/7368/79411/79603/8706",17,"Reactome"
"R-HSA-211976...1969","MEblue","R-HSA-211976","Endogenous sterols","8/965","25/9834",0.00197311594604628,0.0464915444787154,0.0445681891321857,"1545/1582/1593/2232/285440/9420/9915/9971",8,"Reactome"
"R-HSA-193807...1970","MEblue","R-HSA-193807","Synthesis of bile acids and bile salts via 27-hydroxycholesterol","6/965","15/9834",0.00202015356617354,0.0466284425171893,0.0446994236983619,"1582/1593/1645/8644/9420/9971",6,"Reactome"
"hsa00280","MEblue","hsa00280","Valine, leucine and isoleucine degradation","28/726","45/7099",2.34366679837666e-17,6.3952727849958e-15,5.32584342521302e-15,"10449/11112/18/1892/1962/217/223/224/26275/30/3032/3033/3155/3158/316/34/35/36/3712/38/4329/501/5095/549/56922/593/64087/64902",28,"KEGG"
"hsa04146","MEblue","hsa04146","Peroxisome","37/726","78/7099",4.0476410031619e-17,6.3952727849958e-15,5.32584342521302e-15,"10455/10654/11001/1384/1610/1891/1962/2053/2180/23417/23600/255027/26063/283927/30/3155/3418/373156/4598/51/51179/51268/5191/5264/55825/5824/5825/5827/5830/6647/8309/83594/847/8528/8799/8800/92960",37,"KEGG"
"hsa00071","MEblue","hsa00071","Fatty acid degradation","24/726","41/7099",3.35426809776197e-14,3.53316239630928e-12,2.94234043663331e-12,"10449/10455/128/130/1374/1376/1632/1892/1962/217/2180/223/224/30/3032/3033/33/34/35/36/37/38/501/51",24,"KEGG"
"hsa00380","MEblue","hsa00380","Tryptophan metabolism","20/726","38/7099",6.89331567919714e-11,5.44571938656574e-09,4.53507610473496e-09,"125061/130013/1545/1644/1892/1962/217/223/224/23498/26/3033/316/38/4128/4129/501/55526/64577/847",20,"KEGG"
"hsa01200...1975","MEblue","hsa01200","Carbon metabolism","33/726","101/7099",5.2100446069969e-10,3.29274819162204e-08,2.74212874052468e-08,"128/1892/2203/229/26275/2746/2747/2821/2875/3418/3420/35/38/387712/414328/4329/4967/50/5095/51/51179/5313/55753/55902/6390/6391/6392/6470/80201/84532/847/8802/9104",33,"KEGG"
"hsa00650","MEblue","hsa00650","Butanoate metabolism","15/726","25/7099",1.49652759837256e-09,7.88171201809547e-08,6.56371753672174e-08,"116285/123876/18/1892/1962/3033/3155/3158/348158/35/38/54988/6296/7915/79944",15,"KEGG"
"hsa00410","MEblue","hsa00410","beta-Alanine metabolism","16/726","30/7099",4.48754909798108e-09,2.02580787851717e-07,1.68704853307559e-07,"18/1807/1892/1962/217/223/224/23417/26275/35/4329/501/51/51733/55748/84735",16,"KEGG"
"hsa01212","MEblue","hsa01212","Fatty acid metabolism","20/726","47/7099",8.18503592210322e-09,3.23308918923077e-07,2.69244602700764e-07,"10449/1374/1376/1892/1962/2180/27349/30/3032/3033/33/34/35/36/37/38/51/7923/79993/9524",20,"KEGG"
"hsa00340","MEblue","hsa00340","Histidine metabolism","13/726","21/7099",1.12904818890569e-08,3.96421364104664e-07,3.30131049387628e-07,"10841/144193/217/223/224/26/3176/4128/4129/443/501/55748/84735",13,"KEGG"
"hsa00640","MEblue","hsa00640","Propanoate metabolism","15/726","30/7099",4.34107179839595e-08,1.37177868829312e-06,1.14238731536736e-06,"18/1892/1962/23417/26275/32/35/4329/5095/51/55902/593/79611/84532/8802",15,"KEGG"
"hsa00330","MEblue","hsa00330","Arginine and proline metabolism","17/726","41/7099",1.73789294559817e-07,4.99249246190019e-06,4.15763862583294e-06,"112483/112817/1610/217/223/224/2593/26/2628/4128/4129/501/55748/58510/79814/84735/8659",17,"KEGG"
"hsa01240...1982","MEblue","hsa01240","Biosynthesis of cofactors","34/726","134/7099",3.42633037955905e-07,9.02266999950549e-06,7.5138824113137e-06,"10229/10327/122481/125061/1355/145226/158067/1723/210/217/224/23498/248/249/27010/27430/3242/326625/349565/387787/4351/53354/5372/54659/55163/554235/57026/6470/7364/7389/79799/84274/9054/9104",34,"KEGG"
"hsa00620","MEblue","hsa00620","Pyruvate metabolism","17/726","43/7099",3.96347537818272e-07,9.63429399619798e-06,8.02322951049133e-06,"10327/128/130/197257/217/223/224/3029/32/38/501/5105/5106/5313/55902/84532/9380",17,"KEGG"
"hsa00250","MEblue","hsa00250","Alanine, aspartate and glutamate metabolism","14/726","32/7099",9.84322690867374e-07,2.22175693081493e-05,1.85023062193115e-05,"18/2746/2747/284716/2875/443/445/56954/64902/7915/80150/8528/8659/9945",14,"KEGG"
"hsa03320...1985","MEblue","hsa03320","PPAR signaling pathway","21/726","69/7099",2.78628231958081e-06,5.74691108422743e-05,4.78590196887694e-05,"11001/1374/1376/1582/1593/1962/2170/2180/2710/30/3158/33/34/364/4312/51/5105/5106/5170/5465/8309",21,"KEGG"
"hsa00053","MEblue","hsa00053","Ascorbate and aldarate metabolism","11/726","22/7099",2.90982839707718e-06,5.74691108422743e-05,4.78590196887694e-05,"10327/217/223/224/501/54659/55586/7364/79799/9104/9365",11,"KEGG"
